orig_country,dest_state,visitor_flows,state_lng,state_lat,date_range
MX,06,59728,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
MY,06,225,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
NA,06,8,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
NE,06,12,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
NG,06,357,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
NI,06,73,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
NP,06,14,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
NZ,06,1115,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
OM,06,24,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
PA,06,117,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
PE,06,491,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
PH,06,2397,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
PK,06,178,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
PS,06,28,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
PW,06,4,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
PY,06,32,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
QA,06,60,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
RS,06,53,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
RU,06,482,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
SA,06,144,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
SG,06,673,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
SN,06,8,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
SO,06,12,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
SR,06,9,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
SV,06,201,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
SY,06,13,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
TH,06,502,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
TN,06,4,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
TO,06,8,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
TR,06,262,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
TT,06,20,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
TW,06,632,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
TZ,06,140,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
UA,06,77,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
UG,06,4,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
UY,06,116,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
UZ,06,4,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
VE,06,32,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
VN,06,593,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
ZA,06,311,-119.6638458867405,37.21530826027419,01/06/20 - 01/12/20
AE,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
AR,08,66,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
AU,08,1577,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
BO,08,20,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
BR,08,1491,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
BY,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
BZ,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
CA,08,772,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
CL,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
CN,08,12,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
CO,08,288,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
CR,08,469,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
DO,08,131,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
EC,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
EG,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
GE,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
GH,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
GT,08,90,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
HN,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
ID,08,12,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
IL,08,43,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
IN,08,12,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
IR,08,25,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
JP,08,44,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
KG,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
KR,08,28,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
KW,08,16,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
KZ,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
LB,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
MX,08,4853,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
MY,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
NG,08,52,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
NI,08,90,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
NZ,08,194,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
PA,08,211,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
PE,08,78,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
PH,08,32,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
QA,08,44,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
RS,08,4,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
RU,08,24,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
SA,08,20,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
SG,08,23,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
SN,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
SV,08,53,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
TH,08,30,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
TR,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
TT,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
TW,08,28,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
TZ,08,12,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
UY,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
VC,08,8,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
VE,08,86,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
VN,08,24,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
ZA,08,20,-105.5478211203382,38.99853159698931,01/06/20 - 01/12/20
AE,09,12,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
AR,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
AU,09,32,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
BR,09,163,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
BS,09,24,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
BY,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
CA,09,241,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
CN,09,16,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
CO,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
CR,09,28,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
DO,09,66,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
EC,09,20,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
EG,09,16,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
GE,09,8,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
GH,09,9,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
GT,09,8,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
GY,09,12,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
ID,09,24,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
IL,09,20,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
IN,09,8,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
IR,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
JM,09,16,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
JO,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
JP,09,14,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
KR,09,36,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
MA,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
MX,09,65,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
MY,09,8,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
NP,09,17,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
NZ,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
PA,09,12,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
PE,09,33,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
PH,09,8,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
PK,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
SA,09,16,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
SG,09,12,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
SV,09,24,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
SY,09,11,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
TH,09,45,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
TR,09,42,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
TT,09,9,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
TW,09,28,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
UA,09,17,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
UY,09,10,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
VC,09,4,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
ZA,09,30,-72.73825767764087,41.575164149895755,01/06/20 - 01/12/20
AE,11,12,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
AR,11,73,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
AU,11,443,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
AZ,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
BB,11,20,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
BI,11,8,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
BO,11,32,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
BR,11,280,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
BS,11,8,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
CA,11,216,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
CL,11,12,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
CN,11,8,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
CO,11,40,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
CR,11,24,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
DO,11,9,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
EC,11,20,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
ET,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
GH,11,12,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
GT,11,9,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
HN,11,16,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
ID,11,44,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
IL,11,83,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
IN,11,20,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
IQ,11,8,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
JM,11,20,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
JO,11,21,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
JP,11,44,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
KE,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
KR,11,96,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
KZ,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
LB,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
LC,11,9,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
MA,11,8,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
MN,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
MX,11,318,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
NI,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
NZ,11,24,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
PA,11,16,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
PE,11,41,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
PH,11,28,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
RS,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
RU,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
SA,11,20,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
SG,11,18,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
SV,11,8,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
SY,11,20,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
TR,11,16,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
TT,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
UA,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
UY,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
VE,11,16,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
VN,11,20,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
VU,11,8,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
XK,11,22,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
YE,11,4,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
ZA,11,25,-77.0162909035438,38.90477388790585,01/06/20 - 01/12/20
AE,12,49,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
AF,12,104,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
AG,12,35,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
AL,12,16,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
AO,12,4,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
AR,12,8182,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
AU,12,2601,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BA,12,4,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BB,12,243,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BD,12,60,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BF,12,4,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BH,12,12,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BO,12,544,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BR,12,38747,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BS,12,959,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
BY,12,12,-82.46641838867941,28.477058414990193,01/06/20 - 01/12/20
